"","pokemon","id","first_type","second_type","base_HP","base_Attack","base_Defense","base_SpecialAttack","base_SpecialDefense","base_Speed","first_ability","second_ability","third_ability","description","gender_differences","gender_rate","is_baby","evolves_from_species_id","hatch_counter","forms_switchable"
"307","heliolisk",695,"electric","normal",62,55,52,109,94,109,"dry-skin","sand-veil","solar-power","It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",0,4,0,694,20,0
"744","tyrunt",696,"rock","dragon",58,89,77,45,45,48,"strong-jaw","sturdy","","Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.",0,1,0,NA,30,0
"742","tyrantrum",697,"rock","dragon",82,121,119,69,59,71,"strong-jaw","rock-head","","Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.",0,1,0,696,30,0
"19","amaura",698,"rock","ice",77,59,50,67,63,46,"refrigerate","snow-warning","","This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.",0,1,0,NA,30,0
"37","aurorus",699,"rock","ice",123,77,72,99,92,58,"refrigerate","snow-warning","","Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.",0,1,0,698,30,0
"704","sylveon",700,"fairy","None",95,65,65,110,130,60,"cute-charm","pixilate","","It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.",0,1,0,133,35,0
"303","hawlucha",701,"fighting","flying",78,92,75,74,63,118,"limber","unburden","mold-breaker","With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",0,4,0,NA,20,0
"152","dedenne",702,"electric","fairy",67,58,57,81,67,101,"cheek-pouch","pickup","plus","It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",0,4,0,NA,20,0
"91","carbink",703,"rock","fairy",50,50,150,50,150,50,"clear-body","sturdy","","It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.",0,-1,0,NA,25,0
"277","goomy",704,"dragon","None",45,50,35,55,75,40,"sap-sipper","hydration","gooey","It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.",0,4,0,NA,40,0
"652","sliggoo",705,"dragon","None",68,75,53,83,113,60,"sap-sipper","hydration","gooey","Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.",0,4,0,704,40,0
"276","goodra",706,"dragon","None",90,100,70,110,150,80,"sap-sipper","hydration","gooey","It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.",0,4,0,705,40,0
"357","klefki",707,"steel","fairy",57,80,91,80,87,75,"prankster","magician","","It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.",0,4,0,NA,20,0
"515","phantump",708,"ghost","grass",43,70,48,50,60,38,"natural-cure","frisk","harvest","According to old tales, these Pokémon are stumps possessed by the spirits of children who died while lost in the forest.",0,4,0,NA,20,0
"733","trevenant",709,"ghost","grass",85,110,76,65,82,56,"natural-cure","frisk","harvest","Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.",0,4,0,708,20,0
"550","pumpkaboo-average",710,"ghost","grass",49,66,70,44,55,51,"pickup","frisk","insomnia","",NA,NA,NA,NA,NA,NA
"282","gourgeist-average",711,"ghost","grass",65,90,122,58,75,84,"pickup","frisk","insomnia","",NA,NA,NA,NA,NA,NA
"61","bergmite",712,"ice","None",55,69,85,32,35,28,"own-tempo","ice-body","sturdy","Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",0,4,0,NA,20,0
"38","avalugg",713,"ice","None",95,117,184,44,46,28,"own-tempo","ice-body","sturdy","The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.",0,4,0,712,20,0
"488","noibat",714,"flying","dragon",40,30,35,45,40,55,"frisk","infiltrator","telepathy","Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.",0,4,0,NA,20,0
"489","noivern",715,"flying","dragon",85,70,80,97,80,123,"frisk","infiltrator","telepathy","The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.",0,4,0,714,20,0
"797","xerneas",716,"fairy","None",126,131,95,131,98,99,"fairy-aura","","","When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",0,-1,0,NA,120,1
"801","yveltal",717,"dark","flying",126,131,95,131,98,99,"dark-aura","","","When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",0,-1,0,NA,120,0
"811","zygarde",718,"dragon","ground",108,100,121,81,95,95,"aura-break","","","It’s hypothesized that it’s monitoring those who destroy the ecosystem from deep in the cave where it lives.",0,-1,0,NA,120,0
"165","diancie",719,"rock","fairy",50,100,150,100,150,50,"clear-body","","","It can instantly create many diamonds by compressing the carbon in the air between its hands.",0,-1,0,NA,25,1
"320","hoopa",720,"psychic","ghost",80,110,60,150,130,70,"magician","","","It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",0,-1,0,NA,120,0
"768","volcanion",721,"fire","water",80,110,120,130,90,70,"water-absorb","","","It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.",0,-1,0,NA,120,0
"158","deoxys-attack",10001,"psychic","None",50,180,20,180,20,150,"pressure","","","",NA,NA,NA,NA,NA,NA
"159","deoxys-defense",10002,"psychic","None",50,70,160,70,160,90,"pressure","","","",NA,NA,NA,NA,NA,NA
"161","deoxys-speed",10003,"psychic","None",50,95,90,95,90,180,"pressure","","","",NA,NA,NA,NA,NA,NA
"792","wormadam-sandy",10004,"bug","ground",60,79,105,59,85,36,"anticipation","overcoat","","",NA,NA,NA,NA,NA,NA
"793","wormadam-trash",10005,"bug","steel",60,69,95,69,95,36,"anticipation","overcoat","","",NA,NA,NA,NA,NA,NA
"626","shaymin-sky",10006,"grass","flying",100,103,75,120,75,127,"serene-grace","","","",NA,NA,NA,NA,NA,NA
"261","giratina-origin",10007,"ghost","dragon",150,120,100,120,100,90,"levitate","","","",NA,NA,NA,NA,NA,NA
"589","rotom-heat",10008,"electric","fire",50,65,107,105,107,86,"levitate","","","",NA,NA,NA,NA,NA,NA
"591","rotom-wash",10009,"electric","water",50,65,107,105,107,86,"levitate","","","",NA,NA,NA,NA,NA,NA
"588","rotom-frost",10010,"electric","ice",50,65,107,105,107,86,"levitate","","","",NA,NA,NA,NA,NA,NA
"587","rotom-fan",10011,"electric","flying",50,65,107,105,107,86,"levitate","","","",NA,NA,NA,NA,NA,NA
"590","rotom-mow",10012,"electric","grass",50,65,107,105,107,86,"levitate","","","",NA,NA,NA,NA,NA,NA
"99","castform-sunny",10013,"fire","None",70,70,70,70,70,70,"forecast","","","",NA,NA,NA,NA,NA,NA
"97","castform-rainy",10014,"water","None",70,70,70,70,70,70,"forecast","","","",NA,NA,NA,NA,NA,NA
"98","castform-snowy",10015,"ice","None",70,70,70,70,70,70,"forecast","","","",NA,NA,NA,NA,NA,NA
"49","basculin-blue-striped",10016,"water","None",70,92,65,80,55,98,"rock-head","adaptability","mold-breaker","",NA,NA,NA,NA,NA,NA
"150","darmanitan-zen",10017,"fire","psychic",105,30,105,140,105,55,"sheer-force","zen-mode","","",NA,NA,NA,NA,NA,NA
"444","meloetta-pirouette",10018,"normal","fighting",100,128,90,77,77,128,"serene-grace","","","",NA,NA,NA,NA,NA,NA
"726","tornadus-therian",10019,"flying","None",79,100,80,110,90,121,"regenerator","","","",NA,NA,NA,NA,NA,NA
"717","thundurus-therian",10020,"electric","flying",79,105,70,145,80,101,"volt-absorb","","","",NA,NA,NA,NA,NA,NA
"374","landorus-therian",10021,"ground","flying",89,145,90,105,80,91,"intimidate","","","",NA,NA,NA,NA,NA,NA
"369","kyurem-black",10022,"dragon","ice",125,170,100,120,90,95,"teravolt","","","",NA,NA,NA,NA,NA,NA
"370","kyurem-white",10023,"dragon","ice",125,120,90,170,100,95,"turboblaze","","","",NA,NA,NA,NA,NA,NA
"352","keldeo-resolute",10024,"water","fighting",91,72,90,129,90,108,"justified","","","",NA,NA,NA,NA,NA,NA
"445","meowstic-female",10025,"psychic","None",74,48,76,83,81,104,"keen-eye","infiltrator","competitive","",NA,NA,NA,NA,NA,NA
"7","aegislash-blade",10026,"steel","ghost",60,150,50,150,50,60,"stance-change","","","",NA,NA,NA,NA,NA,NA
"552","pumpkaboo-small",10027,"ghost","grass",44,66,70,44,55,56,"pickup","frisk","insomnia","",NA,NA,NA,NA,NA,NA
"551","pumpkaboo-large",10028,"ghost","grass",54,66,70,44,55,46,"pickup","frisk","insomnia","",NA,NA,NA,NA,NA,NA
"553","pumpkaboo-super",10029,"ghost","grass",59,66,70,44,55,41,"pickup","frisk","insomnia","",NA,NA,NA,NA,NA,NA
"284","gourgeist-small",10030,"ghost","grass",55,85,122,58,75,99,"pickup","frisk","insomnia","",NA,NA,NA,NA,NA,NA
"283","gourgeist-large",10031,"ghost","grass",75,95,122,58,75,69,"pickup","frisk","insomnia","",NA,NA,NA,NA,NA,NA
"285","gourgeist-super",10032,"ghost","grass",85,100,122,58,75,54,"pickup","frisk","insomnia","",NA,NA,NA,NA,NA,NA
"758","venusaur-mega",10033,"grass","poison",80,100,123,122,120,80,"thick-fat","","","",NA,NA,NA,NA,NA,NA
"105","charizard-mega-x",10034,"fire","dragon",78,130,111,130,85,100,"tough-claws","","","",NA,NA,NA,NA,NA,NA
"106","charizard-mega-y",10035,"fire","flying",78,104,78,159,115,100,"drought","","","",NA,NA,NA,NA,NA,NA
"67","blastoise-mega",10036,"water","None",79,103,120,135,115,78,"mega-launcher","","","",NA,NA,NA,NA,NA,NA
"15","alakazam-mega",10037,"psychic","None",55,50,65,175,95,150,"trace","","","",NA,NA,NA,NA,NA,NA
"255","gengar-mega",10038,"ghost","poison",60,65,80,170,95,130,"shadow-tag","","","",NA,NA,NA,NA,NA,NA
"348","kangaskhan-mega",10039,"normal","None",105,125,100,60,100,100,"parental-bond","","","",NA,NA,NA,NA,NA,NA
"534","pinsir-mega",10040,"bug","flying",65,155,120,65,90,105,"aerilate","","","",NA,NA,NA,NA,NA,NA
"299","gyarados-mega",10041,"water","dark",95,155,109,70,130,81,"mold-breaker","","","",NA,NA,NA,NA,NA,NA
"10","aerodactyl-mega",10042,"rock","flying",80,135,85,70,95,150,"tough-claws","","","",NA,NA,NA,NA,NA,NA
"455","mewtwo-mega-x",10043,"psychic","fighting",106,190,100,154,100,130,"steadfast","","","",NA,NA,NA,NA,NA,NA
"456","mewtwo-mega-y",10044,"psychic","None",106,150,70,194,120,140,"insomnia","","","",NA,NA,NA,NA,NA,NA
"23","ampharos-mega",10045,"electric","dragon",90,95,105,165,110,45,"mold-breaker","","","",NA,NA,NA,NA,NA,NA
"607","scizor-mega",10046,"bug","steel",70,150,140,65,100,75,"technician","","","",NA,NA,NA,NA,NA,NA
"310","heracross-mega",10047,"bug","fighting",80,185,115,40,105,75,"skill-link","","","",NA,NA,NA,NA,NA,NA
"326","houndoom-mega",10048,"dark","fire",75,90,90,140,90,115,"solar-power","","","",NA,NA,NA,NA,NA,NA
"741","tyranitar-mega",10049,"rock","dark",100,164,150,95,120,71,"sand-stream","","","",NA,NA,NA,NA,NA,NA
"69","blaziken-mega",10050,"fire","fighting",80,160,80,130,80,100,"speed-boost","","","",NA,NA,NA,NA,NA,NA
"250","gardevoir-mega",10051,"psychic","fairy",68,85,65,165,135,100,"pixilate","","","",NA,NA,NA,NA,NA,NA
"438","mawile-mega",10052,"steel","fairy",50,105,125,55,95,50,"huge-power","","","",NA,NA,NA,NA,NA,NA
"12","aggron-mega",10053,"steel","None",70,140,230,60,80,50,"filter","","","",NA,NA,NA,NA,NA,NA
"440","medicham-mega",10054,"fighting","psychic",60,100,85,80,85,100,"pure-power","","","",NA,NA,NA,NA,NA,NA
"427","manectric-mega",10055,"electric","None",70,75,80,135,80,135,"intimidate","","","",NA,NA,NA,NA,NA,NA
"46","banette-mega",10056,"ghost","None",64,165,75,93,83,75,"prankster","","","",NA,NA,NA,NA,NA,NA
"5","absol-mega",10057,"dark","None",65,150,60,115,60,115,"magic-bounce","","","",NA,NA,NA,NA,NA,NA
"248","garchomp-mega",10058,"dragon","ground",108,170,115,120,95,92,"sand-force","","","",NA,NA,NA,NA,NA,NA
"402","lucario-mega",10059,"fighting","steel",70,145,88,140,70,112,"adaptability","","","",NA,NA,NA,NA,NA,NA
"2","abomasnow-mega",10060,"grass","ice",90,132,105,132,105,30,"snow-warning","","","",NA,NA,NA,NA,NA,NA
"230","floette-eternal",10061,"fairy","None",74,65,67,125,128,92,"flower-veil","symbiosis","","",NA,NA,NA,NA,NA,NA
"380","latias-mega",10062,"dragon","psychic",80,100,120,140,150,110,"levitate","","","",NA,NA,NA,NA,NA,NA
"382","latios-mega",10063,"dragon","psychic",80,130,100,160,120,110,"levitate","","","",NA,NA,NA,NA,NA,NA
"698","swampert-mega",10064,"water","ground",100,150,110,95,110,70,"swift-swim","","","",NA,NA,NA,NA,NA,NA
"605","sceptile-mega",10065,"grass","dragon",70,110,75,145,85,145,"lightning-rod","","","",NA,NA,NA,NA,NA,NA
"594","sableye-mega",10066,"dark","ghost",50,85,125,85,115,20,"magic-bounce","","","",NA,NA,NA,NA,NA,NA
"18","altaria-mega",10067,"dragon","fairy",75,110,110,110,105,80,"pixilate","","","",NA,NA,NA,NA,NA,NA
"244","gallade-mega",10068,"psychic","fighting",68,165,95,65,115,110,"inner-focus","","","",NA,NA,NA,NA,NA,NA
"36","audino-mega",10069,"normal","fairy",103,60,126,80,126,50,"healer","","","",NA,NA,NA,NA,NA,NA
"624","sharpedo-mega",10070,"water","dark",70,140,70,110,65,105,"strong-jaw","","","",NA,NA,NA,NA,NA,NA
"654","slowbro-mega",10071,"water","psychic",95,75,180,130,80,30,"shell-armor","","","",NA,NA,NA,NA,NA,NA
"685","steelix-mega",10072,"steel","ground",75,125,230,55,95,30,"sand-force","","","",NA,NA,NA,NA,NA,NA
"519","pidgeot-mega",10073,"normal","flying",83,80,80,135,80,121,"no-guard","","","",NA,NA,NA,NA,NA,NA
"264","glalie-mega",10074,"ice","None",80,120,80,120,80,100,"refrigerate","","","",NA,NA,NA,NA,NA,NA
